player,date,time,item,itemID,itemString,response,votes,class,instance,boss,gear1,gear2,responseID,isAwardReason,rollType,subType,equipLoc,note,owner
Mogy-Netherwind,4/16/20,20:21:18,[Giantstalker's Helmet],16846,item:16846::::::::60,Best Available,5,HUNTER,Molten Core-40 Player,Garr,[Beaststalker's Cap],,1,FALSE,normal,Mail,Head,,Garr
Mogy-Netherwind,4/16/20,21:00:34,[Ancient Petrified Leaf],18703,item:18703::::::::60,Best Available,6,HUNTER,Molten Core-40 Player,Majordomo Executus,,,1,FALSE,normal,Quest,,,Majordomo Executus
Mogy-Netherwind,4/16/20,22:52:51,[Might of the Tribe],22712,item:22712::::::::60,Minor Upgrade,3,HUNTER,Zul'Gurub-20 Player,High Priestess Jeklik,[Cape of the Black Baron],,3,FALSE,normal,Cloth,Back,,High Priestess Jeklik
Mogy-Netherwind,4/17/20,0:22:44,[Primal Hakkari Bindings],19716,item:19716::::::::60,Offspec/Greed,3,HUNTER,Zul'Gurub-20 Player,High Priestess Arlokk,,,2,FALSE,normal,Quest,,,High Priestess Arlokk
Mogy-Netherwind,4/17/20,0:53:21,[Bloodstained Coif],19875,item:19875::::::::60,Offspec/Greed,3,HUNTER,Zul'Gurub-20 Player,Jin'do the Hexxer,[Giantstalker's Helmet],,2,FALSE,normal,Mail,Head,,Jin'do the Hexxer
Mogy-Netherwind,4/17/20,1:25:57,[Fang of the Faceless],19859,item:19859::::::::60,Mainspec/Need,3,HUNTER,Zul'Gurub-20 Player,Hakkar,[Peacemaker],,1,FALSE,normal,Daggers,One-Hand,,Hakkar
Mogy-Netherwind,4/19/20,20:56:11,[Mature Black Dragon Sinew],18705,item:18705::::::::60,Best Available,5,HUNTER,Onyxia's Lair-40 Player,Onyxia,,,1,FALSE,normal,Quest,,,Onyxia
Mogy-Netherwind,4/23/20,19:47:17,[Giantstalker's Boots],16849,item:16849::::::::60,Best Available,4,HUNTER,Molten Core-40 Player,Gehennas,[Windreaver Greaves],,1,FALSE,normal,Mail,Feet,,Gehennas
Mogy-Netherwind,4/23/20,20:38:42,[Giantstalker's Gloves],16852,item:16852::::::::60,Best Available,3,HUNTER,Molten Core-40 Player,Shazzrah,[Devilsaur Gauntlets],,1,FALSE,normal,Mail,Hands,,Shazzrah
Mogy-Netherwind,4/23/20,21:46:08,[Dragonstalker's Legguards],16938,item:16938::::::::60,Best Available,3,HUNTER,Molten Core-40 Player,Ragnaros,[Devilsaur Leggings],,1,FALSE,normal,Mail,Legs,,Ragnaros
Drholliday-Netherwind,3/22/20,20:09:15,[Nightslayer Chestpiece],16820,item:16820::::::::60,Best Available,5,ROGUE,Molten Core-40 Player,Golemagg the Incinerator,[Shadowcraft Tunic],,1,FALSE,normal,Leather,Chest,,Golemagg the Incinerator
Drholliday-Netherwind,3/29/20,16:17:01,[Bloodfang Belt],16910,item:16910::::::::60,Best Available,7,ROGUE,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,[Nightslayer Belt],,1,FALSE,normal,Leather,Waist,this will make my 3 piece,Vaelastrasz the Corrupt
Drholliday-Netherwind,03/07/20,21:42:38,[Hyperion Girdle of the Bear],10387,item:10387::::::1217:1968221056:60,Pass,0,ROGUE,Onyxia's Lair-40 Player,Onyxia,[Nightslayer Belt],,PASS,FALSE,normal,Plate,Waist,,Onyxia
Drholliday-Netherwind,3/15/20,21:28:57,[Tome of Arcane Brilliance],18600,item:18600::::::::60,Offspec / PvP,0,ROGUE,Onyxia's Lair-40 Player,Onyxia,,,4,FALSE,normal,Book,,,Onyxia
Drholliday-Netherwind,04/09/20,20:43:57,[Nightslayer Shoulder Pads],16823,item:16823::::::::60,Mainspec /Need,5,ROGUE,Molten Core-40 Player,Sulfuron Harbinger,[Shadowcraft Spaulders],,2,FALSE,normal,Leather,Shoulder,,Sulfuron Harbinger
Drholliday-Netherwind,4/12/20,19:21:14,[Drake Fang Talisman],19406,item:19406::::::::60,Best Available,5,ROGUE,Blackwing Lair-40 Player,Ebonroc,[Blackhand's Breadth],[Hand of Justice],1,FALSE,normal,Miscellaneous,Trinket,,Ebonroc
Drholliday-Netherwind,4/19/20,13:33:33,[Primal Hakkari Idol],22637,item:22637::::::::60,Best Available,0,ROGUE,Zul'Gurub-20 Player,Jin'do the Hexxer,,,1,FALSE,normal,Junk,,,Jin'do the Hexxer
Drholliday-Netherwind,4/19/20,14:14:40,[The Eye of Hakkar],19856,item:19856::::::::60,Mainspec /Need,4,ROGUE,Zul'Gurub-20 Player,Hakkar,[Mark of Fordring],,2,FALSE,normal,Miscellaneous,Neck,,Hakkar
Killory-Netherwind,04/02/20,20:06:16,[Nightslayer Cover],16821,item:16821::::::::60,Best Available,5,ROGUE,Molten Core-40 Player,Garr,[Mask of the Unforgiven],,1,FALSE,normal,Leather,Head,2 pc,Garr
Killory-Netherwind,04/02/20,19:39:41,[Nightslayer Bracelets],16825,item:16825::::::::60,Best Available,3,ROGUE,Molten Core-40 Player,Magmadar,[Shadowcraft Bracers],,1,FALSE,normal,Leather,Wrist,,Magmadar
Killory-Netherwind,4/12/20,18:12:51,[Claw of the Black Drake],19365,item:19365::::::::60,Offspec / PvP,4,ROGUE,Blackwing Lair-40 Player,Firemaw,[Dal'Rend's Sacred Charge],,4,FALSE,normal,Fist Weapons,Main Hand,,Firemaw
Killory-Netherwind,4/16/20,19:39:21,[Nightslayer Gloves],16826,item:16826::::::::60,Offspec / PvP,7,ROGUE,Molten Core-40 Player,Gehennas,[Shadowcraft Gloves],,4,FALSE,normal,Leather,Hands,would rather wait for chest if possible,Gehennas
Killory-Netherwind,4/16/20,19:46:13,[Nightslayer Belt],16827,item:16827::::::::60,Offspec / PvP,6,ROGUE,Molten Core-40 Player,Gehennas,[Shadowcraft Belt],,4,FALSE,normal,Leather,Waist,,Gehennas
Killory-Netherwind,4/16/20,21:54:36,[Eskhandar's Collar],18205,item:18205::::::::60,Mainspec /Need,4,ROGUE,Onyxia's Lair-40 Player,Onyxia,[Woven Ivy Necklace],,2,FALSE,normal,Miscellaneous,Neck,,Onyxia
Killory-Netherwind,4/23/20,20:02:18,[Brutality Blade],18832,item:18832::::::::60,Best Available,5,ROGUE,Molten Core-40 Player,Garr,[Dal'Rend's Sacred Charge],[Dal'Rend's Tribal Guardian],1,FALSE,normal,One-Handed Swords,One-Hand,bis,Garr
Killory-Netherwind,4/26/20,19:17:31,[Vis'kag the Bloodletter],17075,item:17075::::::::60,Best Available,8,ROGUE,Onyxia's Lair-40 Player,Unknown,[Claw of the Black Drake],[Brutality Blade],1,FALSE,normal,One-Handed Swords,One-Hand,completes bis swords,Killory-Netherwind
Killory-Netherwind,4/30/20,19:30:43,[Striker's Mark],17069,item:17069::::::::60,Best Available,3,ROGUE,Molten Core-40 Player,Magmadar,[Precisely Calibrated Boomstick],,1,FALSE,normal,Bows,Ranged,bis bow,Magmadar
Killory-Netherwind,4/30/20,20:19:59,[Nightslayer Shoulder Pads],16823,item:16823::::::::60,Best Available,4,ROGUE,Molten Core-40 Player,Sulfuron Harbinger,[Truestrike Shoulders],,1,FALSE,normal,Leather,Shoulder,bis 5 pc,Sulfuron Harbinger
Deshawnraw-Netherwind,04/02/20,19:37:27,[Striker's Mark],17069,item:17069::::::::60,Best Available,6,WARRIOR,Molten Core-40 Player,Magmadar,[Satyr's Bow],,1,FALSE,normal,Bows,Ranged,BIS for me for a very long time :),Magmadar
Deshawnraw-Netherwind,04/05/20,21:26:04,[Ring of Binding],18813,item:18813::::::::60,Offspec / PvP,3,WARRIOR,Onyxia's Lair-40 Player,Onyxia,[Tarnished Elven Ring],[Blackstone Ring],4,FALSE,normal,Miscellaneous,Finger,off spec/tank gear,Onyxia
Deshawnraw-Netherwind,3/21/20,23:23:09,[Head of Onyxia],18422,item:18422::::::::60,Best Available,2,WARRIOR,Onyxia's Lair-40 Player,Onyxia,,,1,FALSE,normal,Quest,,,Onyxia
Deshawnraw-Netherwind,4/17/20,0:06:21,[Ritualistic Legguards],19899,item:19899::::::::60,Minor Upgrade,2,WARRIOR,Zul'Gurub-20 Player,High Priest Thekal,[Handcrafted Mastersmith Leggings],,3,FALSE,normal,Cloth,Legs,snapshot if noone needs,High Priest Thekal
Deshawnraw-Netherwind,4/19/20,12:21:06,[Halberd of Smiting],19874,item:19874::::::::60,Offspec / PvP,3,WARRIOR,Zul'Gurub-20 Player,Bloodlord Mandokir,[Vis'kag the Bloodletter],[Flurry Axe],4,FALSE,normal,Polearms,Two-Hand,greeding cause it looks sick,Bloodlord Mandokir
Deshawnraw-Netherwind,4/19/20,12:38:41,[Gri'lek's Carver],19962,item:19962::::::::60,Offspec / PvP,1,WARRIOR,Zul'Gurub-20 Player,Edge of Madness,[Vis'kag the Bloodletter],[Flurry Axe],4,FALSE,normal,Two-Handed Axes,Two-Hand,bwl trash,Edge of Madness
Deshawnraw-Netherwind,4/26/20,20:30:29,[Head of Nefarian],19002,item:19002::::::::60,Best Available,7,WARRIOR,Blackwing Lair-40 Player,Nefarian,,,1,FALSE,normal,Quest,,BIS ring,Nefarian
Jotajota-Netherwind,03/07/20,21:49:06,[Onyxia Hide Backpack],17966,item:17966::::::::60,Mainspec/Need,0,WARLOCK,Onyxia's Lair-40 Player,Onyxia,,,1,FALSE,normal,Bag,Bag,,Onyxia
Jotajota-Netherwind,3/15/20,18:43:36,[Felheart Pants],16810,item:16810::::::::60,Mainspec /Need,4,WARLOCK,Molten Core-40 Player,Magmadar,[Spiritshroud Leggings],,2,FALSE,normal,Cloth,Legs,,Magmadar
Jotajota-Netherwind,3/22/20,19:25:32,[Felheart Shoulder Pads],16807,item:16807::::::::60,Minor Upgrade,5,WARLOCK,Molten Core-40 Player,Baron Geddon,[Bloodwoven Pads of Shadow Wrath],,3,FALSE,normal,Cloth,Shoulder,for pvp,Baron Geddon
Jotajota-Netherwind,3/29/20,19:15:55,[Felheart Slippers],16803,item:16803::::::::60,Minor Upgrade,8,WARLOCK,Molten Core-40 Player,Shazzrah,[Omnicast Boots],,3,FALSE,normal,Cloth,Feet,for pvp and set!,Shazzrah
Jotajota-Netherwind,04/05/20,15:31:10,[Nemesis Bracers],16934,item:16934::::::::60,Mainspec /Need,7,WARLOCK,Blackwing Lair-40 Player,Razorgore the Untamed,[Felheart Bracers],,2,FALSE,normal,Cloth,Wrist,1st nemesis,Razorgore the Untamed
Jotajota-Netherwind,04/09/20,19:36:56,[Talisman of Ephemeral Power],18820,item:18820::::::::60,Best Available,5,WARLOCK,Molten Core-40 Player,Magmadar,[Royal Seal of Eldre'Thalas],[Eye of the Beast],1,FALSE,normal,Miscellaneous,Trinket,,Magmadar
Jotajota-Netherwind,04/09/20,22:20:12,[Nemesis Skullcap],16929,item:16929::::::::60,Best Available,5,WARLOCK,Onyxia's Lair-40 Player,Onyxia,[Felcloth Hood],,1,FALSE,normal,Cloth,Head,,Onyxia
Jotajota-Netherwind,4/12/20,17:27:01,[Nemesis Boots],16927,item:16927::::::::60,Best Available,6,WARLOCK,Blackwing Lair-40 Player,Broodlord Lashlayer,[Felheart Slippers],,1,FALSE,normal,Cloth,Feet,3 piece bonus,Broodlord Lashlayer
Jotajota-Netherwind,4/19/20,14:14:21,[Touch of Chaos],19861,item:19861::::::::60,Best Available,4,WARLOCK,Zul'Gurub-20 Player,Hakkar,[Umbral Wand of Shadow Wrath],,1,FALSE,normal,Wands,,,Hakkar
Jotajota-Netherwind,4/26/20,17:17:24,[Band of Dark Dominion],19434,item:19434::::::::60,Best Available,6,WARLOCK,Blackwing Lair-40 Player,Firemaw,[Band of Servitude],[Eye of Orgrimmar],1,FALSE,normal,Miscellaneous,Finger,,Firemaw
Methodz-Netherwind,4/23/20,20:54:05,[Manastorm Leggings],18872,item:18872::::::::60,Mainspec /Need,4,MAGE,Molten Core-40 Player,Sulfuron Harbinger,[Kilt of the Atal'ai Prophet],,2,FALSE,normal,Cloth,Legs,,Sulfuron Harbinger
Methodz-Netherwind,4/23/20,21:10:27,[Arcanist Robes],16798,item:16798::::::::60,Mainspec /Need,4,MAGE,Molten Core-40 Player,Golemagg the Incinerator,[Gaea's Raiment of the Eagle],,2,FALSE,normal,Cloth,Chest,,Golemagg the Incinerator
Methodz-Netherwind,4/30/20,19:57:33,[Arcanist Belt],16802,item:16802::::::::60,Mainspec /Need,3,MAGE,Molten Core-40 Player,Baron Geddon,[Frostwolf Cloth Belt],,2,FALSE,normal,Cloth,Waist,,Wiggly-Netherwind
Cauterizer-Netherwind,4/16/20,20:01:45,[Seal of the Archmagus],17110,item:17110::::::::60,Minor Upgrade,4,MAGE,Molten Core-40 Player,Baron Geddon,[Quicksilver Ring of Intellect],[Stardust Band],3,FALSE,normal,Miscellaneous,Finger,,Baron Geddon
Cauterizer-Netherwind,4/17/20,0:22:50,[Cloak of the Hakkari Worshipers],22711,item:22711::::::::60,Mainspec/Need,3,MAGE,Zul'Gurub-20 Player,High Priestess Arlokk,[Mageflame Cloak],,1,FALSE,normal,Cloth,Back,,High Priestess Arlokk
Cauterizer-Netherwind,4/23/20,20:38:22,[Arcanist Bindings],16799,item:16799::::::::60,Mainspec /Need,4,MAGE,Molten Core-40 Player,Shazzrah,[Sublime Wristguards],,2,FALSE,normal,Cloth,Wrist,,Wiggly-Netherwind
Akahugh-Netherwind,03/07/20,21:46:19,[Dragonstalker's Helm],16939,item:16939::::::::60,Mainspec/Need,2,HUNTER,Onyxia's Lair-40 Player,Onyxia,[Backwood Helm],,1,FALSE,normal,Mail,Head,,Onyxia
Akahugh-Netherwind,3/15/20,19:29:38,[Giantstalker's Bracers],16850,item:16850::::::::60,Mainspec /Need,4,HUNTER,Molten Core-40 Player,Baron Geddon,[Slashclaw Bracers],,2,FALSE,normal,Mail,Wrist,will be 7/8 pieces,Baron Geddon
Akahugh-Netherwind,3/15/20,21:29:40,[Onyxia Hide Backpack],17966,item:17966::::::::60,Mainspec /Need,0,HUNTER,Onyxia's Lair-40 Player,Onyxia,,,2,FALSE,normal,Bag,Bag,,Onyxia
Akahugh-Netherwind,3/22/20,18:31:59,[Quick Strike Ring],18821,item:18821::::::::60,Best Available,4,HUNTER,Molten Core-40 Player,Magmadar,[Blackstone Ring],[Tarnished Elven Ring],1,FALSE,normal,Miscellaneous,Finger,,Magmadar
Akahugh-Netherwind,03/07/20,21:42:52,[Codex: Prayer of Fortitude],17413,item:17413::::::::60,Offspec/Greed,0,HUNTER,Onyxia's Lair-40 Player,Onyxia,,,2,FALSE,normal,Book,,,Onyxia
Akahugh-Netherwind,03/07/20,21:43:08,[Lunar Wand of the Gorilla],15283,item:15283::::::939:59454464:60,Offspec/Greed,0,HUNTER,Onyxia's Lair-40 Player,Onyxia,"[Rhok'delar, Longbow of the Ancient Keepers]",,2,FALSE,normal,Wands,,,Onyxia
Logger-Netherwind,3/15/20,20:18:00,[Wristguards of True Flight],18812,item:18812::::::::60,Mainspec /Need,2,HUNTER,Molten Core-40 Player,Majordomo Executus,[Giantstalker's Bracers],,2,FALSE,normal,Mail,Wrist,,Majordomo Executus
Logger-Netherwind,3/22/20,15:44:15,[Dragonstalker's Bracers],16935,item:16935::::::::60,Best Available,5,HUNTER,Blackwing Lair-40 Player,Razorgore the Untamed,[Giantstalker's Bracers],,1,FALSE,normal,Mail,Wrist,,Razorgore the Untamed
Logger-Netherwind,3/22/20,20:36:35,[Dragonstalker's Legguards],16938,item:16938::::::::60,Best Available,8,HUNTER,Molten Core-40 Player,Ragnaros,[Giantstalker's Leggings],,1,FALSE,normal,Mail,Legs,3 set bonus,Ragnaros
Logger-Netherwind,04/02/20,19:51:57,[Giantstalker's Boots],16849,item:16849::::::::60,Best Available,5,HUNTER,Molten Core-40 Player,Gehennas,[Windreaver Greaves],,1,FALSE,normal,Mail,Feet,,Gehennas
Logger-Netherwind,04/02/20,20:05:45,[Giantstalker's Helmet],16846,item:16846::::::::60,Best Available,7,HUNTER,Molten Core-40 Player,Garr,[Dragonstalker's Helm],,1,FALSE,normal,Mail,Head,,Garr
Logger-Netherwind,4/12/20,16:19:24,[Dragonstalker's Belt],16936,item:16936::::::::60,Best Available,7,HUNTER,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,[Giantstalker's Belt],,1,FALSE,normal,Mail,Waist,,Vaelastrasz the Corrupt
Logger-Netherwind,4/26/20,16:24:39,[Dragonstalker's Greaves],16941,item:16941::::::::60,Best Available,7,HUNTER,Blackwing Lair-40 Player,Broodlord Lashlayer,[Giantstalker's Boots],,1,FALSE,normal,Mail,Feet,,Broodlord Lashlayer
Logger-Netherwind,4/26/20,20:30:07,[Dragonstalker's Breastplate],16942,item:16942::::::::60,Best Available,10,HUNTER,Blackwing Lair-40 Player,Nefarian,[Giantstalker's Breastplate],,1,FALSE,normal,Mail,Chest,,Nefarian
Raynn-Netherwind,3/15/20,21:29:45,[Stormrage Cover],16900,item:16900::::::::60,Best Available,6,DRUID,Onyxia's Lair-40 Player,Onyxia,[Clever Hat],,1,FALSE,normal,Leather,Head,,Onyxia
Raynn-Netherwind,04/02/20,22:56:42,[Shard of the Scale],17064,item:17064::::::::60,Best Available,6,DRUID,Onyxia's Lair-40 Player,Onyxia,[Burst of Knowledge],[Royal Seal of Eldre'Thalas],1,FALSE,normal,Miscellaneous,Trinket,,Onyxia
Raynn-Netherwind,03/07/20,21:42:00,[Elder Wizard's Mantle],13013,item:13013::::::::60,Offspec/Greed,0,DRUID,Onyxia's Lair-40 Player,Onyxia,[Wild Growth Spaulders],,2,FALSE,normal,Cloth,Shoulder,,Onyxia
Raynn-Netherwind,04/05/20,17:50:47,[Stormrage Boots],16898,item:16898::::::::60,Mainspec /Need,7,DRUID,Blackwing Lair-40 Player,Broodlord Lashlayer,[Cenarion Boots],,2,FALSE,normal,Leather,Feet,not BIS but will give 3 pc bonus,Broodlord Lashlayer
Raynn-Netherwind,4/12/20,15:33:50,[Stormrage Bracers],16904,item:16904::::::::60,Best Available,7,DRUID,Blackwing Lair-40 Player,Razorgore the Untamed,[Cenarion Bracers],,1,FALSE,normal,Leather,Wrist,,Razorgore the Untamed
Raynn-Netherwind,4/23/20,23:57:44,[Gri'lek's Blood],19939,item:19939::::::::60,Mainspec /Need,0,DRUID,Zul'Gurub-20 Player,Edge of Madness,,,2,FALSE,normal,Quest,,,Edge of Madness
